10 3162.414773 8.494943
13 3315.060733 4.078104
13 3238.907846 6.281602
13 3159.620447 8.575797
14 3320.628495 3.917000
14 3196.601817 7.505734
14 3286.803703 4.895726
15 3190.846691 7.672260
15 3353.469786 2.966731
15 3363.244382 2.683901
15 3269.829170 5.386887
15 3390.822128 1.885934
15 3152.664090 8.777081
15 3125.832577 9.553456
15 3161.451743 8.522808
15 3285.165191 4.943137
16 3203.184648 7.315259
16 3262.361319 5.602971
16 3134.978115 9.288828
16 3304.677747 4.378537
16 3170.928578 8.248594
16 3349.179596 3.090868
16 3300.297750 4.505273
16 3208.353514 7.165697
16 3451.050941 0.143202
17 3427.635856 0.820722
17 3147.861385 8.916048
17 3449.968127 0.174533
17 3398.846240 1.653755
17 3322.021358 3.876697
17 3379.652444 2.209131
16 3151.692982 8.805180
17 3281.886336 5.038011
13 3212.265176 7.052512
18 3217.644907 6.896849
18 3245.079210 6.103032
19 3361.298345 2.740210
19 3261.465388 5.628895
19 3360.754591 2.755944
19 3375.846693 2.319251
19 3243.900036 6.137152
19 3425.846750 0.872490
12 3175.734524 8.109533
16 3446.749053 0.267678
20 3338.553597 3.398333
20 3354.665529 2.932132
20 3402.775261 1.540068
15 3213.117039 7.027863
21 3337.070997 3.441233
14 3211.569900 7.072630
15 3275.124029 5.233680
14 3236.410447 6.353864
16 3323.322994 3.839034
14 3378.078250 2.254680
14 3252.110449 5.899582
14 3274.980843 5.237823
15 3217.729519 6.894400
17 3180.542862 7.970403
14 3294.494508 4.673191
13 3338.527597 3.399086
15 3352.361222 2.998807
15 3335.353401 3.490932
18 3262.793935 5.590453
18 3422.398003 0.972280
16 3364.028009 2.661227
21 3301.110609 4.481753
17 3443.750869 0.354431
18 3226.790508 6.632219
21 3220.889153 6.802976
18 3416.276546 1.149406
19 3427.912464 0.812718
20 3370.260419 2.480891
19 3375.909745 2.317426
18 3274.530394 5.250857
22 3395.473031 1.751359
20 3342.754865 3.276769
20 3203.268612 7.312830
13 3122.677040 9.644762
13 3257.830340 5.734076
15 3350.434714 3.054551
22 3193.292891 7.601479
18 3406.103358 1.443769
18 3252.094182 5.900053
19 3350.642199 3.048547
18 3241.166010 6.216261
15 3390.213124 1.903555
17 3379.488488 2.213875
17 3252.330645 5.893210
19 3298.541679 4.556086
16 3305.983545 4.340754
15 3392.184518 1.846513
19 3111.912155 9.956246
14 3129.996669 9.432967
16 3348.537698 3.109442
17 3205.021734 7.262103
20 3347.750657 3.132215
13 3235.871788 6.369451
14 3234.951345 6.396084
15 3267.055696 5.467138
17 3380.096269 2.196289
19 3396.785711 1.713376
17 3246.336394 6.066655
17 3261.766550 5.620181
13 3419.879568 1.045151
19 3184.763905 7.848267
18 3446.426640 0.277007
19 3237.205696 6.330854
failed to find solution after reaching max emtpy limit -- 25 iterations and 16 function evals
18 3443.931365 0.349208
23 3265.173946 5.521587
12 3127.665185 9.500429
18 3220.877601 6.803310
failed to find solution after reaching max emtpy limit -- 26 iterations and 17 function evals
15 3451.159254 0.140068
18 3250.364819 5.950092
17 3449.882756 0.177004
18 3390.338444 1.899929
26 3428.231249 0.803494
16 3252.945081 5.875432
14 3377.989672 2.257243
15 3251.370450 5.920994
13 3212.994121 7.031420
15 3320.278966 3.927113
14 3384.509010 2.068605
17 3384.218807 2.077002
12 3140.146934 9.139267
17 3444.311317 0.338214
23 3368.219991 2.539931
20 3341.314149 3.318456
23 3325.072701 3.788406
16 3201.415541 7.366448
16 3431.682187 0.703640
16 3430.786744 0.729550
17 3420.963798 1.013779
15 3195.156567 7.547553
14 3272.469282 5.310495
19 3384.858445 2.058494
14 3135.005541 9.288034
15 3394.290011 1.785590
16 3156.719223 8.659745
18 3381.229653 2.163494
18 3373.619015 2.383709
16 3292.998098 4.716490
16 3413.390595 1.232911
19 3400.896151 1.594440
18 3177.167414 8.068073
16 3220.077832 6.826452
17 3253.452512 5.860749
18 3318.844757 3.968612
16 3337.307187 3.434399
18 3375.723763 2.322808
21 3236.750739 6.344018
17 3279.928533 5.094661
17 3269.895120 5.384979
14 3208.124485 7.172324
15 3383.125280 2.108644
16 3242.307134 6.183243
failed to find solution after reaching max emtpy limit -- 26 iterations and 17 function evals
13 3190.923257 7.670045
15 3339.630301 3.367179
16 3114.174547 9.890783
19 3378.049546 2.255511
14 3333.359814 3.548616
failed to find solution after reaching max emtpy limit -- 25 iterations and 16 function evals
20 3401.643878 1.572804
17 3310.892328 4.198717
16 3301.404227 4.473257
22 3376.233692 2.308053
18 3318.711352 3.972472
18 3372.921756 2.403884
17 3307.105867 4.308279
19 3362.022680 2.719251
18 3117.029527 9.808173
failed to find solution after reaching max emtpy limit -- 35 iterations and 20 function evals
21 3307.924713 4.284586
failed to find solution after reaching max emtpy limit -- 22 iterations and 13 function evals
18 3310.409180 4.212697
20 3357.656611 2.845584
19 3296.490362 4.615441
21 3345.476552 3.198016
failed to find solution after reaching max emtpy limit -- 37 iterations and 18 function evals
failed to find solution after reaching max emtpy limit -- 26 iterations and 17 function evals
19 3202.479580 7.335660
24 3268.125251 5.436191
22 3372.052815 2.429027
failed to find solution after reaching max emtpy limit -- 35 iterations and 18 function evals
24 3295.755184 4.636713
failed to find solution after reaching max emtpy limit -- 49 iterations and 18 function evals
failed to find solution after reaching max emtpy limit -- 23 iterations and 14 function evals
failed to find solution after reaching max emtpy limit -- 45 iterations and 19 function evals
failed to find solution after reaching max emtpy limit -- 38 iterations and 20 function evals
19 3260.020251 5.670710
failed to find solution after reaching max emtpy limit -- 27 iterations and 18 function evals
failed to find solution after reaching max emtpy limit -- 50 iterations and 19 function evals
failed to find solution after reaching max emtpy limit -- 50 iterations and 21 function evals
failed to find solution after reaching max emtpy limit -- 49 iterations and 20 function evals
failed to find solution after reaching max emtpy limit -- 29 iterations and 19 function evals
failed to find solution after reaching max emtpy limit -- 33 iterations and 21 function evals
failed to find solution after reaching max emtpy limit -- 58 iterations and 19 function evals
failed to find solution after reaching max emtpy limit -- 44 iterations and 21 function evals
